bannerid;banname;bandesc;filetype;url;width;height;bantype;person_tag
32019;329068;fe13d6;2;7afac3;980;90;1;60,81
32020;68beb6;fe13d6;2;7afac3;160;600;1;60,81
32029;94808f;fe13d6;1;b56aff;300;600;1;6,7,83
32031;4a48f3;fe13d6;1;b56aff;300;250;1;6,7,83
32033;2b0ac7;fe13d6;1;b56aff;728;90;1;6,7,83
32036;94808f;fe13d6;1;5311fb;300;600;1;2,3,4
32037;4a48f3;fe13d6;1;5311fb;300;250;1;2,3,4,82
32038;2b0ac7;fe13d6;1;5311fb;728;90;1;2,3,4,82
32040;94808f;fe13d6;1;e2ecba;300;600;1;2,82
32042;4a48f3;fe13d6;1;e2ecba;300;250;1;2,82
32043;41a642;fe13d6;1;e2ecba;160;600;1;2,82
32044;94808f;fe13d6;1;785acf;300;600;1;2,82
32045;4a48f3;fe13d6;1;785acf;300;250;1;2,82
32046;41a642;fe13d6;1;785acf;160;600;1;2,82
32047;94808f;fe13d6;1;53ed91;300;600;1;27,81
32048;4a48f3;fe13d6;1;53ed91;300;250;1;27,81
32049;2b0ac7;fe13d6;1;53ed91;728;90;1;27,81
32052;1b19d6;fe13d6;3;bd8680;980;90;1;60,81
32054;4a48f3;fe13d6;3;bd8680;300;250;1;60,81
32058;41a642;fe13d6;3;bd8680;160;600;1;60,81
32060;94808f;fe13d6;3;bd8680;300;600;1;60,81
32063;2b0ac7;fe13d6;3;bd8680;728;90;1;60,81
32143;68c1b7;fe13d6;1;f785bf;160;600;1;29,81
32145;1fd6c6;fe13d6;1;f1addf;160;600;1;29,81
32146;f0de4e;fe13d6;1;6b5402;300;250;1;29,81
32147;07bb53;fe13d6;1;463802;300;250;1;4,189,81
32148;232ea7;fe13d6;1;c86630;160;600;1;4,189,81
32149;9b74c4;fe13d6;1;4b5706;300;600;1;
32157;9065ca;fe13d6;1;337333;300;250;1;
32159;fd4f5a;fe13d6;1;c1607c;160;600;1;
32160;8c1c6c;fe13d6;1;e12c68;300;600;1;
32171;48ae43;fe13d6;1;9e6fda;300;600;1;30,81
32172;2b8a3e;fe13d6;1;730873;160;600;1;30,81
32173;312916;fe13d6;1;ff57f5;300;250;1;30,81
32097;b8894b;fe13d6;2;659794;300;250;1;60,81
32098;98f369;fe13d6;2;659794;980;90;1;60,81
32099;9c80cf;fe13d6;2;659794;300;600;1;60,81
32091;5fa4f7;fe13d6;1;5da563;300;250;1;83,84
32088;2b175c;fe13d6;1;9b8629;300;600;1;83,84
32089;abcaca;fe13d6;1;016712;300;600;1;83,84
32092;fd3ddd;fe13d6;1;9b8629;300;250;1;83,84
32093;d7ab07;fe13d6;1;d34f4f;300;600;1;83,84
32094;ec8bab;fe13d6;1;408f76;300;250;1;83,84
32100;1510a4;fe13d6;1;f985b6;300;600;1;69,81
32101;c9e9e9;fe13d6;1;f985b6;160;600;1;
32102;1c29f8;fe13d6;1;f985b6;728;90;1;
32103;2b4581;fe13d6;1;f985b6;300;250;1;
32105;f24f8a;fe13d6;1;f985b6;980;90;1;69,81
32106;d1b86e;fe13d6;1;34e4d5;300;250;1;81,90
32108;0404ff;fe13d6;1;157574;300;600;1;63,81
32110;544b8f;fe13d6;2;56874d;980;90;1;83,84
32111;9e32e5;fe13d6;2;56874d;728;90;1;83,84
32113;0b1135;fe13d6;2;56874d;300;600;1;83,84
32116;f0de4e;fe13d6;1;6b5402;300;600;1;
32117;1fd6c6;fe13d6;1;f1addf;160;600;1;29,81
32118;9b74c4;fe13d6;1;4b5706;300;600;1;2,4,189,81
32119;232ea7;fe13d6;1;c86630;160;600;1;4,189,81
32120;07bb53;fe13d6;1;463802;300;250;1;4,189,81
32121;8c1c6c;fe13d6;1;e12c68;300;600;1;81,89,90
32123;fd4f5a;fe13d6;1;c1607c;160;600;1;81,89,90
32125;9065ca;fe13d6;1;337333;300;250;1;81,89,90
32126;4a48f3;fe13d6;2;56874d;300;250;1;83,84
32127;d78ff5;fe13d6;1;2ca21e;300;600;1;81,89,90
32128;41a642;fe13d6;2;56874d;160;600;1;83,84
32129;f3de66;fe13d6;1;4b1032;160;600;1;
32130;544b8f;fe13d6;2;56874d;980;90;1;83,84
32131;0b1135;fe13d6;2;56874d;300;600;1;83,84
32132;41a642;fe13d6;2;56874d;160;600;1;83,84
32133;91df87;fe13d6;1;3ade12;300;250;1;81,89,90
32134;9e32e5;fe13d6;2;56874d;728;90;1;83,84
32135;4a48f3;fe13d6;2;56874d;300;250;1;83,84
32136;64b909;fe13d6;1;1431f9;300;600;1;29,81
32141;59ae57;fe13d6;1;180484;300;250;1;29,81
32107;207006;fe13d6;1;8d77bf;980;90;1;73,81
32109;e3afdf;fe13d6;1;8d77bf;728;90;1;73,81
32122;bbdff8;fe13d6;1;8d77bf;300;600;1;73,81
32124;b0f1ab;fe13d6;1;8d77bf;160;600;1;73,81
32137;e697f3;fe13d6;1;8d77bf;300;250;1;73,81
32150;c307c4;fe13d6;2;c0393d;980;90;1;60,81
32151;8f4e14;fe13d6;2;c0393d;160;600;1;60,81
32152;270f47;fe13d6;2;c0393d;300;250;1;60,81
32153;ba9e91;fe13d6;2;c0393d;300;600;1;60,81
32154;508b52;fe13d6;2;c0393d;980;90;1;60,81
32155;bd8488;fe13d6;2;c0393d;300;600;1;60,81
32156;371135;fe13d6;2;c0393d;300;250;1;60,81
32158;3686b6;fe13d6;2;c0393d;160;600;1;60,81
32138;9b5558;fe13d6;1;708d16;300;250;1;60,81
32139;64a591;fe13d6;1;7640e1;160;600;1;60,81
32140;d92f8d;fe13d6;1;240ed6;728;90;1;60,81
32142;475d87;fe13d6;1;a2bca4;300;600;1;60,81
32112;1298b3;fe13d6;1;c4d854;300;250;1;60,81
32114;25b519;fe13d6;1;0ffb2e;300;600;1;60,81
32115;96e743;fe13d6;1;f538c2;160;600;1;60,81
31799;3ff21c;fe13d6;3;6ce9e4;980;90;1;81,87
31805;6b40e9;fe13d6;3;6ce9e4;728;90;1;81,87
31855;b8cf4c;fe13d6;3;6ce9e4;300;600;1;81,87
31856;36f3bb;fe13d6;3;aba487;160;600;1;81,87
31857;bc0b69;fe13d6;3;6ce9e4;300;250;1;81,87
32090;4a48f3;fe13d6;1;f83c8e;300;250;1;4,189,81
32165;deea69;fe13d6;1;111514;980;90;1;63,81
32167;8ee838;fe13d6;1;111514;728;90;1;63,81
32170;4ec917;fe13d6;1;111514;300;600;1;63,81
32083;94808f;fe13d6;3;2f9a2f;300;600;1;60,81
32084;51dec1;fe13d6;3;2f9a2f;300;250;1;60,81
32085;21848c;fe13d6;3;2f9a2f;160;600;1;60,81
32086;b2a11d;fe13d6;3;2f9a2f;980;90;1;60,81
32087;2b175c;fe13d6;1;9b8629;300;600;1;N/A
32095;c2979b;fe13d6;1;35c0bf;300;600;1;81
32096;bdf4cd;fe13d6;1;e0be9d;300;600;1;65,81
32104;9c80cf;fe13d6;3;8e563a;300;600;1;43,81
32161;94808f;fe13d6;1;1258f8;300;600;1;N/A
32162;94808f;fe13d6;1;1258f8;300;600;1;
32163;c1283a;fe13d6;3;186c86;300;600;1;73,81
32164;24b668;fe13d6;1;0649d3;300;600;1;65,81
32166;9c80cf;fe13d6;2;56b772;300;600;1;4,82,89
32168;a36892;fe13d6;1;a082ef;300;600;1;9,35,82,87
32169;04a7d3;fe13d6;1;a082ef;300;600;1;9,35,82,87
32175;41a642;fe13d6;3;186c86;160;600;1;63
32176;c1283a;fe13d6;3;186c86;300;600;1;63
32177;e62dbd;fe13d6;2;b90b4f;300;600;1;83,84
32178;51fde6;fe13d6;2;b4fb1c;300;250;1;83,84
32179;925dba;fe13d6;2;baf80d;160;600;1;83,84
32189;026d11;fe13d6;2;bcd56c;980;90;1;N/A
32190;3b18dd;fe13d6;2;bcd56c;300;250;1;N/A
32220;1b19d6;fe13d6;1;468be1;980;90;1;82,87
32221;94808f;fe13d6;1;468be1;300;600;1;9,82,87
32222;41a642;fe13d6;1;468be1;160;600;1;81,87
32223;4a48f3;fe13d6;1;468be1;300;250;1;81,87
32224;2b0ac7;fe13d6;1;468be1;728;90;1;9,81,87
32226;1b19d6;fe13d6;1;dcbcac;980;90;1;9,81,87
32228;2b0ac7;fe13d6;1;dcbcac;728;90;1;9,81,87
32232;94808f;fe13d6;1;dcbcac;300;600;1;9,81,87
32233;41a642;fe13d6;1;dcbcac;160;600;1;9,81,87
32234;4a48f3;fe13d6;1;dcbcac;300;250;1;81,87
32236;1b19d6;fe13d6;1;cf9d19;980;90;1;81,87
32237;2b0ac7;fe13d6;1;cf9d19;728;90;1;81,87
32238;94808f;fe13d6;1;cf9d19;300;600;1;9,81,87
32240;41a642;fe13d6;1;cf9d19;160;600;1;9,81,87
32241;4a48f3;fe13d6;1;cf9d19;300;250;1;9,81
32209;4d6e8a;fe13d6;1;06babf;300;250;1;22,81
32210;0df30f;fe13d6;1;db1bac;160;600;1;22,81
32211;304a37;fe13d6;1;7d329b;300;600;1;22,81
32214;03bfc8;fe13d6;1;373e1e;300;250;1;21,81
32215;c0b80a;fe13d6;1;0c2cc0;160;600;1;21,81
32216;a419fa;fe13d6;1;a6b0ac;300;600;1;21,81
32217;5c3581;fe13d6;1;62820c;300;250;1;23,25,81
32218;5b3eb5;fe13d6;1;773e3a;300;600;1;
32219;418242;fe13d6;1;456756;160;600;1;
32235;372f89;fe13d6;1;34e4d5;300;600;1;81,90
32247;1b19d6;fe13d6;1;afabea;980;90;1;9
32248;2b0ac7;fe13d6;1;afabea;728;90;1;82,87
32249;94808f;fe13d6;1;afabea;300;600;1;9,81,87
32250;41a642;fe13d6;1;afabea;160;600;1;9,81
32251;4a48f3;fe13d6;1;afabea;300;250;1;9,82,87
32252;1b19d6;fe13d6;1;89e76c;980;90;1;9,82
32253;2b0ac7;fe13d6;1;89e76c;728;90;1;9,82,87
32254;94808f;fe13d6;1;89e76c;300;600;1;9,82,87
32255;41a642;fe13d6;1;89e76c;160;600;1;9,82,87
32257;4a48f3;fe13d6;1;89e76c;300;250;1;9,82
32258;1b19d6;fe13d6;1;6d1796;980;90;1;9,82
32259;2b0ac7;fe13d6;1;6d1796;728;90;1;9,82,87
32260;94808f;fe13d6;1;6d1796;300;600;1;9,82
32261;41a642;fe13d6;1;6d1796;160;600;1;9,82,87
32262;4a48f3;fe13d6;1;6d1796;300;250;1;9,82,87
32263;94808f;fe13d6;2;b054e7;300;600;1;60,81
32242;418978;fe13d6;1;c1a9ca;980;90;1;9,81,87
32243;2b0ac7;fe13d6;1;c1a9ca;728;90;1;9,81,87
32244;94808f;fe13d6;1;c1a9ca;300;600;1;81,87
32245;4a48f3;fe13d6;1;c1a9ca;300;250;1;9,81,87
32246;41a642;fe13d6;1;c1a9ca;160;600;1;9,81
32187;1c8938;fe13d6;1;0ffb2e;300;600;1;60,81
32191;9cc684;fe13d6;1;189e96;980;90;1;81,91
32195;dc9f17;fe13d6;1;189e96;728;90;1;81,91
32196;ab3daf;fe13d6;1;189e96;300;600;1;81,91
32207;2fd801;fe13d6;1;282f5d;160;600;1;81,91
32208;41876c;fe13d6;1;282f5d;300;250;1;81,91
32239;ba5865;fe13d6;1;c4d854;300;250;1;60,81
32197;8b8d17;fe13d6;1;49d270;980;90;1;79,81
32198;8b8d17;fe13d6;1;e27613;980;90;1;79,81
32199;db9342;fe13d6;1;f7d3b9;980;90;1;79,81,91
32200;db9342;fe13d6;1;a54155;980;90;1;79,81,90
32201;893e89;fe13d6;1;15755a;980;90;1;79,81,91
32202;893e89;fe13d6;1;a8e232;980;90;1;79,81,91
32203;156eb1;fe13d6;1;49d270;300;600;1;79,81,91
32204;156eb1;fe13d6;1;e27613;300;600;1;79,81,91
32205;3e6e20;fe13d6;1;f7d3b9;300;600;1;79,81,91
32206;3e6e20;fe13d6;1;a54155;300;600;1;79,81,91
32212;17c9eb;fe13d6;1;15755a;300;600;1;79,81
32213;17c9eb;fe13d6;1;a8e232;300;600;1;79,81
32180;3ed673;fe13d6;1;111514;160;600;1;63,81
32181;7b2e12;fe13d6;1;111514;300;250;1;63,81
32182;764c71;fe13d6;2;83006d;300;600;1;2,82
32183;121567;fe13d6;2;83006d;160;600;1;2,82
32184;6112a4;fe13d6;2;83006d;300;250;1;2,82
32185;7d16b1;fe13d6;2;02df12;980;90;1;83,84
32186;e5711a;fe13d6;2;db2ac0;728;90;1;83,84
32188;418270;fe13d6;1;cdbe47;300;250;1;N/A
32192;98f369;fe13d6;2;56b772;980;90;1;4,82
32193;4a48f3;fe13d6;2;56b772;300;250;1;4,82
32194;120f87;fe13d6;2;56b772;728;90;1;4,82
32256;826104;fe13d6;1;1989ec;300;600;1;69,81
32293;7a5a67;fe13d6;1;552044;980;90;1;
32282;b8894b;fe13d6;2;659794;300;250;1;60,81
32284;d3e65c;fe13d6;2;659794;300;600;1;60,81
32285;98f369;fe13d6;2;659794;980;90;1;60,81
32279;1b19d6;fe13d6;2;b054e7;980;90;1;60,81
32280;4a48f3;fe13d6;2;b054e7;300;250;1;60,81
32292;a0123e;fe13d6;3;2b3504;300;250;1;65,81
32294;b8c3c2;fe13d6;1;6149e2;980;90;2;
32274;44e3fd;fe13d6;3;81bc50;300;250;1;81,91
32275;891431;fe13d6;3;81bc50;300;600;1;81,91
32276;98feb6;fe13d6;3;81bc50;980;90;1;81,91
32277;41c3cc;fe13d6;3;81bc50;728;90;1;81,91
32264;2ff171;fe13d6;2;0ffb2e;300;600;1;60,81
32268;1b0fae;fe13d6;2;0ffb2e;300;600;1;60,81
32278;1b0fae;fe13d6;2;0ffb2e;300;600;1;N/A
32225;41a642;fe13d6;3;8ec251;160;600;1;83,84
32227;2b0ac7;fe13d6;3;8ec251;728;90;1;83,84
32229;94808f;fe13d6;3;8ec251;300;600;2;83,84
32230;4a48f3;fe13d6;3;8ec251;300;250;2;83,84
32231;1b19d6;fe13d6;3;8ec251;980;90;2;83,84
32265;0021b2;fe13d6;3;1c0052;300;600;1;60,81
32269;7f9bc2;fe13d6;3;9cb84a;300;600;1;60,81
32295;dbc4b0;fe13d6;1;9cb84a;980;90;1;60,81
32296;dbc4b0;fe13d6;1;9cb84a;300;250;1;60,81
32266;62a7e8;fe13d6;1;06d4ad;980;90;1;54,81
32267;b6536a;fe13d6;1;06d4ad;300;600;1;81
32270;1b19d6;fe13d6;3;13c992;980;90;1;60,81
32271;2b0ac7;fe13d6;3;13c992;728;90;1;60,81
32272;836b9e;fe13d6;1;f89f2f;300;600;1;69,81
32273;21a471;fe13d6;1;04c510;980;90;1;60,81
32281;94808f;fe13d6;3;13c992;300;600;1;60,81
32283;41a642;fe13d6;3;13c992;160;600;1;60,81
32286;4a48f3;fe13d6;3;13c992;300;250;1;60,81
32287;4a48f3;fe13d6;3;13c992;300;250;1;60,81
32288;41a642;fe13d6;3;13c992;160;600;1;60,81
32289;94808f;fe13d6;3;13c992;300;600;1;60,81
32290;2b0ac7;fe13d6;3;13c992;728;90;1;60,81
32291;1b19d6;fe13d6;3;13c992;980;90;1;60,81
32301;74d4b6;fe13d6;3;9cb84a;300;250;1;60,81
32302;765745;fe13d6;3;9cb84a;980;90;1;60,81,83
32303;750a1a;fe13d6;3;9576ad;160;600;1;60,81
32395;ba5ccc;fe13d6;1;a2c179;980;90;1;N/A
32396;e375e3;fe13d6;1;a2c179;300;600;1;N/A
32321;d45c4c;fe13d6;1;e3871c;300;600;2;189,83
32322;24b3fe;fe13d6;1;e3871c;300;250;2;
32323;b8883d;fe13d6;1;e3871c;728;90;2;189,83
32314;d2ebac;fe13d6;1;b3bdbb;160;600;1;25,81
32315;88eb25;fe13d6;1;997ef1;300;600;1;25,81
32316;e80502;fe13d6;1;108fd7;300;250;1;25,81
32317;2de787;fe13d6;1;350296;300;600;1;81,89,90
32318;f93b99;fe13d6;1;490b62;300;250;1;81,89,90
32319;5b49a2;fe13d6;1;9fc702;160;600;1;81,89,90
32344;0ae84e;fe13d6;1;80b4bf;300;250;1;64,81
32345;9c6f5d;fe13d6;1;a4f99e;160;600;1;64,81
32347;47bc45;fe13d6;1;69b4bc;300;600;1;64,81
32349;606811;fe13d6;1;149d8d;300;250;1;30,81
32350;2cf82d;fe13d6;1;12f640;160;600;1;30,81
32352;6814e4;fe13d6;1;c54a51;300;600;1;30,81
32358;3ff99a;fe13d6;1;89571f;300;600;1;
32363;6814e4;fe13d6;1;c54a51;300;600;1;28,81
32367;2cf82d;fe13d6;1;12f640;160;600;1;28,81
32369;606811;fe13d6;1;149d8d;300;250;1;28,81
32373;b2a11d;fe13d6;2;e642ce;980;90;1;69,81
32381;94808f;fe13d6;2;e642ce;300;600;1;69,81
32394;1ad1a2;fe13d6;1;0afb6e;300;600;1;60,81
32346;ba3962;fe13d6;2;0ba314;300;600;2;81
32320;94808f;fe13d6;2;9ed05f;300;600;1;81,90
32144;48b278;fe13d6;2;6ebfa4;300;250;1;38,81
32174;3d3d4f;fe13d6;2;6ebfa4;300;600;1;38,81,91
32312;db5dcf;fe13d6;2;6ebfa4;980;90;1;38,81
32351;1a33f7;fe13d6;2;23811b;300;600;1;38,81
32366;c9a31f;fe13d6;2;23811b;728;90;1;38,81
32387;b586f2;fe13d6;2;23811b;300;250;1;38,81
32379;51dec1;fe13d6;3;62e62e;300;250;1;81,90,91
32380;1b19d6;fe13d6;3;62e62e;980;90;1;81,90,91
32382;d3e65c;fe13d6;3;62e62e;300;600;1;81,90,91
32297;ca85c2;fe13d6;2;8f4edf;980;90;1;60,81
32298;612bb8;fe13d6;2;8f4edf;300;600;1;60,81
32299;1d0ea8;fe13d6;2;8f4edf;160;600;1;60,81
32300;4c7937;fe13d6;2;8f4edf;300;250;1;60,81
32304;1b19d6;fe13d6;1;0d48d7;980;90;1;81,93
32305;2b0ac7;fe13d6;1;0d48d7;728;90;1;81,93
32306;94808f;fe13d6;1;0d48d7;300;600;1;81,93
32307;4a48f3;fe13d6;1;130f7e;300;250;1;81,93
32308;4a48f3;fe13d6;1;130f7e;300;250;1;81,93
32309;94808f;fe13d6;1;0d48d7;300;600;1;60,81
32310;2b0ac7;fe13d6;1;0d48d7;728;90;1;81,93
32311;1b19d6;fe13d6;1;0d48d7;980;90;1;81,93
32355;4a48f3;fe13d6;1;130f7e;300;250;1;81,93
32356;94808f;fe13d6;1;0d48d7;300;600;1;81,93
32357;2b0ac7;fe13d6;1;0d48d7;728;90;1;81,93
32359;1b19d6;fe13d6;1;0d48d7;980;90;1;81,93
32360;4a48f3;fe13d6;1;130f7e;300;250;1;81,93
32361;9103bd;fe13d6;3;0442d6;300;600;1;60,81
32362;94808f;fe13d6;1;0d48d7;300;600;1;81,93
32364;2b0ac7;fe13d6;1;0d48d7;728;90;1;81,93
32365;1b19d6;fe13d6;1;0d48d7;980;90;1;81,93
32368;9103bd;fe13d6;3;0442d6;300;600;1;60,81
32370;94808f;fe13d6;1;0d48d7;300;600;1;81,93
32372;2b0ac7;fe13d6;1;0d48d7;728;90;1;81,93
32374;1b19d6;fe13d6;1;0d48d7;980;90;1;81,93
32375;1b19d6;fe13d6;1;0d48d7;980;90;1;N/A
32376;1b19d6;fe13d6;1;0d48d7;980;90;1;81,93
32377;2b0ac7;fe13d6;1;0d48d7;728;90;1;81,93
32378;94808f;fe13d6;1;0d48d7;300;600;1;81,93
32313;3d03d9;fe13d6;1;064567;300;250;1;81,87
32324;745391;fe13d6;1;011be4;300;250;1;N/A
32340;de423f;fe13d6;1;fb8268;300;600;1;65,81
32341;3f93ed;fe13d6;1;fdc1d2;980;90;1;65,81
32342;3898af;fe13d6;1;f7e854;300;600;1;65,81
32343;3898af;fe13d6;1;087780;300;600;1;65,81
32348;d07cd7;fe13d6;1;70c911;980;90;1;65,81
32353;7c0fc5;fe13d6;1;9ce678;300;600;1;65,81
32354;752bc0;fe13d6;1;d65b72;160;600;1;69,81
32371;b95679;fe13d6;1;325d28;300;600;1;60,81
32383;44b487;fe13d6;1;13b669;300;600;1;6,83
32384;51b1a1;fe13d6;1;b5dcb3;300;600;1;189,83
32385;13761d;fe13d6;1;ff1b9b;980;90;1;26,81
32386;1238a7;fe13d6;1;ff1b9b;300;600;1;26,81
32388;3562c3;fe13d6;2;9e9e46;980;90;1;
32389;2877e0;fe13d6;1;ac2967;980;90;1;
32390;345eab;fe13d6;1;464fe8;300;600;1;69,81
32391;adab52;fe13d6;1;1c26ee;300;600;1;69,81
32392;810cfb;fe13d6;1;f7e854;300;600;1;69,81
32393;551b8c;fe13d6;1;087780;300;600;1;65,81
32442;58b7b5;fe13d6;1;8c500b;728;90;1;
32399;805737;fe13d6;1;9ca9f0;300;600;1;21,27
32400;1e95ac;fe13d6;1;3749e9;160;600;1;21,27,81,91
32401;f76bbb;fe13d6;1;271a24;300;250;1;27,81
32402;d8a479;fe13d6;1;ae3a1f;300;600;1;81,87
32403;1b73a2;fe13d6;1;7a9c74;160;600;1;38,81,87
32404;a5ead1;fe13d6;1;88d4a1;300;600;1;26,81,91
32405;6e6aa3;fe13d6;1;37f190;160;600;1;26,81,95
32406;a94c40;fe13d6;1;1e4aa5;300;600;1;26,81,95
32407;c41d5c;fe13d6;1;50637b;160;600;1;81,95
32408;f56c8f;fe13d6;1;40bdc9;300;600;1;26,81
32409;cc0b96;fe13d6;1;182b41;160;600;1;26,81
32410;a0d936;fe13d6;1;6fde73;300;600;1;30,81
32411;6e787a;fe13d6;1;1ebc5c;160;600;1;30,81
32412;96d405;fe13d6;1;572aa0;300;600;1;30,81
32413;62426f;fe13d6;1;3d5b1d;160;600;1;30,81
32414;65912e;fe13d6;1;a5b873;300;600;1;189,31,81
32415;e4df7c;fe13d6;1;3a7838;160;600;1;189,83
32416;92caa9;fe13d6;1;a2919d;300;600;1;189,83
32417;483b2e;fe13d6;1;83c513;160;600;1;189,81
32456;b8894b;fe13d6;2;659794;300;250;1;60,81
32457;d3e65c;fe13d6;2;659794;300;600;1;60,81
32458;c8028d;fe13d6;2;659794;980;90;1;60,81
32473;41a642;fe13d6;1;e22d3c;160;600;1;60,81
32420;d6c72e;fe13d6;3;fd6a06;160;600;1;65,81
32424;0ab8f8;fe13d6;3;5b4bb7;300;600;1;65,81
32425;01671a;fe13d6;3;458268;728;90;1;69,81
32397;9d87e9;fe13d6;2;23811b;980;90;1;38,81
32398;1e7545;fe13d6;2;23811b;160;600;1;38,81
32325;1b19d6;fe13d6;1;6fc0a7;980;90;1;9,81
32326;94808f;fe13d6;1;6fc0a7;300;600;1;9,81
32327;41a642;fe13d6;1;6fc0a7;160;600;1;9,81
32328;2b0ac7;fe13d6;1;6fc0a7;728;90;1;9,81
32329;4a48f3;fe13d6;1;6fc0a7;300;250;1;9,81
32330;4a48f3;fe13d6;1;ff465d;300;250;1;9,81
32331;41a642;fe13d6;1;ff465d;160;600;1;9,81
32332;94808f;fe13d6;1;ff465d;300;600;1;9,81
32333;2b0ac7;fe13d6;1;ff465d;728;90;1;9,81
32334;1b19d6;fe13d6;1;ff465d;980;90;1;9,81
32335;94808f;fe13d6;1;a9b5e2;300;600;1;9,81
32336;4a48f3;fe13d6;1;a9b5e2;300;250;1;9,81
32337;41a642;fe13d6;1;a9b5e2;160;600;1;9,81
32338;2b0ac7;fe13d6;1;a9b5e2;728;90;1;9,81
32339;1b19d6;fe13d6;1;a9b5e2;980;90;1;9,81
32418;2ff171;fe13d6;2;0ffb2e;300;600;1;60,81
32426;4a48f3;fe13d6;2;c4d854;300;250;1;60,81
32427;1b19d6;fe13d6;2;98171d;980;90;1;60,81
32438;40c44f;fe13d6;3;522281;160;600;1;60,81
32439;4a48f3;fe13d6;3;522281;300;250;1;60,81
32440;94808f;fe13d6;3;522281;300;600;1;60,81
32441;1b19d6;fe13d6;3;522281;980;90;1;60,81
32443;893e89;fe13d6;1;2d3ba6;980;90;1;
32444;893e89;fe13d6;1;b1f81f;980;90;1;
32459;728760;fe13d6;2;311e05;728;90;1;60,81
32430;1b19d6;fe13d6;1;ac6380;980;90;1;69,81
32432;4a48f3;fe13d6;1;ac6380;300;250;1;69,81
32434;94808f;fe13d6;1;ac6380;300;600;1;69,81
32435;41a642;fe13d6;1;ac6380;160;600;1;69,81
32460;40c44f;fe13d6;3;8e297a;160;600;1;60,81
32462;db5f0a;fe13d6;3;8e297a;300;250;1;60,81
32463;912881;fe13d6;3;8e297a;300;600;1;60,81
32465;30b76f;fe13d6;3;8e297a;980;90;1;60,81
32466;ea43a7;fe13d6;1;13bf3a;980;90;1;81,88,89,90
32467;4147c2;fe13d6;1;13bf3a;300;600;1;81,88,89,90
32468;fb502c;fe13d6;1;13bf3a;300;250;1;81,88,89,90
32469;bfb68b;fe13d6;1;b3677e;980;90;1;81,88,89,90
32470;2e9fc1;fe13d6;1;b3677e;300;600;1;81,88,89,90
32471;c6e810;fe13d6;1;b3677e;300;250;1;81,88,89,90
32419;9103bd;fe13d6;3;0442d6;300;600;1;81
32421;e57baa;fe13d6;3;0442d6;300;250;1;60,81
32423;25397d;fe13d6;3;0442d6;980;90;1;60,81
32461;ac091e;fe13d6;1;fbe9d1;300;250;1;69,81
32464;61bb81;fe13d6;1;8721ec;300;600;1;69,81
32475;1b19d6;fe13d6;3;f887d3;980;90;1;2,82
32476;7f47ec;fe13d6;3;f887d3;300;250;1;4,82
32477;23f792;fe13d6;3;f887d3;300;600;1;4,82
32422;9af8ba;fe13d6;1;d79e65;300;250;1;N/A
32428;bfa9b2;fe13d6;2;945faf;300;250;1;60,81
32429;3e8a2b;fe13d6;2;945faf;728;90;1;60,81
32431;53cd29;fe13d6;2;0d0ac4;728;90;1;60,81
32433;05775e;fe13d6;2;0d0ac4;300;250;1;60,81
32436;94808f;fe13d6;2;199758;300;600;1;60,81
32437;4a48f3;fe13d6;2;199758;300;250;1;60,81
32445;2b0ac7;fe13d6;3;13c992;728;90;1;N/A
32446;94808f;fe13d6;3;322f86;300;600;1;60,81
32447;41a642;fe13d6;3;322f86;160;600;1;60,81
32448;4a48f3;fe13d6;3;322f86;300;250;1;60,81
32449;41a642;fe13d6;3;322f86;160;600;1;60,81
32450;94808f;fe13d6;3;322f86;300;600;1;60,81
32451;2b0ac7;fe13d6;3;322f86;728;90;1;60,81
32452;1b19d6;fe13d6;3;322f86;980;90;1;60,81
32453;1b19d6;fe13d6;3;322f86;980;90;1;60,81
32454;2b0ac7;fe13d6;3;322f86;728;90;1;60,81
32455;4a48f3;fe13d6;3;322f86;300;250;1;60,81
32472;04a793;fe13d6;1;ccb382;300;250;1;
32474;41a642;fe13d6;1;d87669;160;600;1;65,81
32478;4a48f3;fe13d6;1;24adbc;300;250;1;65,81
32479;a67db3;fe13d6;1;216efe;980;90;1;81,88
32480;d93da3;fe13d6;1;7bc8d1;728;90;1;81,88
32481;060f0a;fe13d6;1;8dc60d;300;600;1;81,88
32482;f0df94;fe13d6;1;5bcc29;160;600;1;81,91
32483;6986a6;fe13d6;1;9c09a8;300;250;1;81,88
32484;6986a6;fe13d6;1;9c09a8;300;250;1;81,88
32544;139deb;fe13d6;1;901287;300;250;1;
32488;ceb187;fe13d6;1;239231;300;250;1;
32566;1b19d6;fe13d6;3;62e62e;980;90;1;81,90,91
32567;d3e65c;fe13d6;3;62e62e;300;600;1;81,90,91
32568;51dec1;fe13d6;3;62e62e;300;250;1;81,90,91
32553;d02b86;fe13d6;1;2d3ba6;300;250;1;81,91
32554;5d79f2;fe13d6;1;2d3ba6;160;600;1;81,91
32555;eb1355;fe13d6;1;2d3ba6;300;600;1;81,91
32556;5df206;fe13d6;1;2d3ba6;728;90;1;81,91
32557;d4e4bb;fe13d6;1;2d3ba6;980;90;1;81,91
32559;6dd4f9;fe13d6;1;b1f81f;980;90;1;81,91
32560;715890;fe13d6;1;b1f81f;728;90;1;81,91
32561;599d22;fe13d6;1;b1f81f;300;600;1;81,91
32562;fb5c23;fe13d6;1;b1f81f;160;600;1;81,91
