bannerid;banname;bandesc;filetype;url;width;height;bantype;person_tag
32563;71632b;fe13d6;1;b1f81f;300;250;1;81,91
32537;1b19d6;fe13d6;2;b35790;980;90;1;29,81
32538;c1283a;fe13d6;2;b35790;300;600;1;29,81
32539;41a642;fe13d6;2;b35790;160;600;1;29,81
32540;51dec1;fe13d6;2;b35790;300;250;1;29,81
32541;51dec1;fe13d6;2;b35790;300;250;1;29,81
32542;c1283a;fe13d6;2;b35790;300;600;1;29,81
32543;31f405;fe13d6;3;47da1c;980;90;1;29,81
32549;1b19d6;fe13d6;2;b35790;980;90;1;29,81
32572;ad43a8;fe13d6;3;7bf7c5;980;90;1;9,82
32573;978f94;fe13d6;3;b40fdb;300;250;1;9,82
32574;72d316;fe13d6;3;ab7a72;160;600;1;9,82
32575;752288;fe13d6;3;ae1891;728;90;1;9,82
32576;943b27;fe13d6;3;ab7a72;300;600;1;9,82
32577;573920;fe13d6;3;598a37;728;90;1;9,82
32578;74f15b;fe13d6;3;65167e;300;250;1;9,82
32579;9c0ebb;fe13d6;3;c9561b;160;600;1;9,82
32580;573920;fe13d6;3;598a37;728;90;1;9,82
32581;121393;fe13d6;3;c9561b;300;600;1;9,82
32550;59c6f2;fe13d6;1;494d94;300;600;1;73,81
32569;232555;fe13d6;1;0ddd9a;300;600;1;73,81
32570;dfeb3e;fe13d6;1;591975;300;600;1;65,81
32490;7dc7a9;fe13d6;1;011be4;300;250;1;N/A
32571;4a48f3;fe13d6;1;011be4;300;250;1;N/A
32485;2f6bd0;fe13d6;3;910842;300;600;1;4,82
32486;81d176;fe13d6;3;910842;300;250;1;4,82
32487;e51d55;fe13d6;3;910842;980;90;1;4,82
32491;94808f;fe13d6;1;8d0a90;300;600;1;65,81
32492;8c13a5;fe13d6;1;b709fb;160;600;1;81,94
32493;1404e7;fe13d6;1;dd2cfe;160;600;1;25,81
32494;53404a;fe13d6;1;67c750;160;600;1;26,81
32495;ea5679;fe13d6;1;0afb6e;300;600;1;60,81
32496;b2372b;fe13d6;1;67c750;300;250;1;25,81,94
32497;d7be24;fe13d6;1;dd2cfe;300;250;1;25,81
32498;1c2878;fe13d6;1;b709fb;300;250;1;25,81
32499;4a48f3;fe13d6;1;1b439c;300;250;1;11,81
32500;94808f;fe13d6;1;eb8f7f;300;600;1;2,5,81
32501;4a48f3;fe13d6;1;eb8f7f;300;250;1;2,5,81
32502;2b0ac7;fe13d6;1;eb8f7f;728;90;1;2,5,81
32503;5b9574;fe13d6;2;945faf;160;600;1;60,81
32504;94808f;fe13d6;1;c9694a;300;600;1;N/A
32505;4a48f3;fe13d6;1;c9694a;300;250;1;N/A
32506;2b0ac7;fe13d6;1;c9694a;728;90;1;N/A
32507;94808f;fe13d6;1;50c201;300;600;1;60,81
32508;4a48f3;fe13d6;1;50c201;300;250;1;2,82
32509;8dd42e;fe13d6;2;0d0ac4;160;600;1;60,81
32510;2b0ac7;fe13d6;1;50c201;728;90;1;2,82
32511;94808f;fe13d6;1;46a035;300;600;1;4,82
32512;4a48f3;fe13d6;1;46a035;300;250;1;4,81
32513;4a48f3;fe13d6;1;46a035;300;250;1;N/A
32514;2b0ac7;fe13d6;1;46a035;728;90;1;4,82
32515;94808f;fe13d6;1;73b09c;300;600;1;4,82
32516;4a48f3;fe13d6;1;73b09c;300;250;1;4,82
32517;2b0ac7;fe13d6;1;73b09c;728;90;1;4,82
32518;94808f;fe13d6;1;1947b3;300;600;1;N/A
32519;4a48f3;fe13d6;1;1947b3;300;250;1;N/A
32520;2b0ac7;fe13d6;1;1947b3;728;90;1;N/A
32521;d8d07d;fe13d6;1;c6d255;160;600;1;25,81,94
32522;438aa1;fe13d6;1;f91645;160;600;1;25,81,94
32523;269223;fe13d6;1;0ba4e1;160;600;1;25,81,94
32524;acfd6a;fe13d6;1;181fa2;160;600;1;25,81,94
32525;533689;fe13d6;1;181fa2;300;250;1;81,94
32526;bfe282;fe13d6;1;0ba4e1;300;250;1;81,94
32527;e2e666;fe13d6;1;f91645;300;250;1;81,94
32528;5f9b3b;fe13d6;1;c6d255;300;250;1;26,81,94
32529;b7fe52;fe13d6;2;5af472;160;600;1;N/A
32530;4d3c49;fe13d6;1;dc5ddc;300;250;1;81,94
32531;5c3a43;fe13d6;1;dc5ddc;160;600;1;81,94
32532;2af14b;fe13d6;1;e204c7;300;250;1;25,81
32533;a5f6c4;fe13d6;1;e204c7;160;600;1;25,81
32534;186609;fe13d6;1;8c19b7;300;250;1;25,81
32535;ded5d1;fe13d6;1;8c19b7;160;600;1;25,81
32536;028b9e;fe13d6;1;dd4be7;980;90;1;69,81
32545;ec2a48;fe13d6;1;17126c;980;90;1;69,81
32546;6ada69;fe13d6;1;6307ca;300;250;1;69,81
32547;1d6d0b;fe13d6;1;4a051f;160;600;1;69,81
32548;063187;fe13d6;1;8af5f6;300;600;1;81
32551;c1283a;fe13d6;1;52c397;300;600;1;65,81
32552;799591;fe13d6;1;752dec;300;600;1;69,81
32564;99ea08;fe13d6;1;dfca48;300;600;1;65,81
32582;0a570b;fe13d6;1;693218;980;90;1;81,88
32583;c06701;fe13d6;1;7bc8d1;728;90;1;81,88
32584;2ebb5b;fe13d6;1;8dc60d;300;600;1;81,88
32586;48d843;fe13d6;1;5bcc29;160;600;1;81,88
32587;374c2f;fe13d6;1;9c09a8;300;250;1;81,88
32606;32b34d;fe13d6;1;0a8311;980;90;1;
32661;3cb569;fe13d6;1;40c8d8;300;250;1;35,81
32621;ccd9d7;fe13d6;3;fce026;300;250;1;77,81
32689;496627;fe13d6;3;fce026;300;600;1;77,81
32690;c211a5;fe13d6;3;fce026;160;600;1;77,81
32667;94808f;fe13d6;3;af6c0e;300;600;1;81,87
32668;21848c;fe13d6;3;af6c0e;160;600;1;81,87
32489;637300;fe13d6;1;cb2703;300;250;1;6,189,83
32558;4a48f3;fe13d6;2;aa06ff;300;250;1;63,81
32565;94808f;fe13d6;2;aa06ff;300;600;1;69,81
32595;41a642;fe13d6;2;aa06ff;160;600;1;63,81
32598;b2a11d;fe13d6;2;aa06ff;980;90;1;63,81
32600;2b0ac7;fe13d6;2;aa06ff;728;90;1;63,81
32604;6fbbdb;fe13d6;3;f3c565;980;90;1;9,81,87
32605;b2e305;fe13d6;3;ca4854;728;90;1;9,81,87
32607;8d8ca1;fe13d6;3;1a3750;300;600;1;9,81,87
32608;9dac41;fe13d6;3;98f836;300;250;1;9,81
32609;02c455;fe13d6;3;75f088;300;250;1;9,81
32610;7cefd1;fe13d6;3;cdfe7d;300;600;1;9,81,87
32611;ddb631;fe13d6;3;c7e493;980;90;1;9,81
32612;5bbf34;fe13d6;3;c0ff4c;728;90;1;9,81
32613;b3a1c3;fe13d6;3;4653c3;980;90;1;9,82
32614;0445d1;fe13d6;3;1067a7;728;90;1;9,82
32615;f0ca5e;fe13d6;3;db6f19;300;600;1;9,82
32616;d51a29;fe13d6;3;600b70;300;250;1;9,82
32617;272913;fe13d6;3;e53a06;300;250;1;9,82
32618;8e4a69;fe13d6;3;5bd11e;300;600;1;9,82
32619;6a98f6;fe13d6;3;6ee3f7;980;90;1;9,82
32620;21c70e;fe13d6;3;c6e5ff;728;90;1;9,82
32622;1b54bc;fe13d6;3;6ac9b7;980;90;1;9,82
32623;7012c0;fe13d6;3;b216f4;728;90;1;9,82
32624;62f7a4;fe13d6;3;2fb84a;300;600;1;9,82
32625;238d33;fe13d6;3;5f4d61;300;250;1;9,82
32626;026a06;fe13d6;3;14eb18;300;250;1;9,82
32627;51d0bb;fe13d6;3;4560c0;300;600;1;9,82
32628;f3e077;fe13d6;3;363636;980;90;1;82
32629;53f82c;fe13d6;3;9b2cd9;728;90;1;9,82
32630;3f1ca3;fe13d6;3;c10d68;980;90;1;82
32631;fb7604;fe13d6;3;2a12dd;728;90;1;9,82
32632;e85226;fe13d6;3;f58342;300;600;1;9,82
32633;e089bb;fe13d6;3;9f276d;300;250;1;9,82
32634;04856a;fe13d6;3;9a9284;300;250;1;9,82
32635;2651d5;fe13d6;3;916611;300;600;1;9,82
32636;ecd1ef;fe13d6;3;50a6c2;980;90;1;9,82
32637;c6b2ed;fe13d6;3;93fdca;728;90;1;
32638;3c7328;fe13d6;3;3a8856;300;250;1;9,82
32639;0b9003;fe13d6;3;393270;300;600;1;9,82
32640;b37615;fe13d6;3;20bd50;980;90;1;9,82
32641;79a685;fe13d6;3;bc87f3;728;90;1;9,82
32642;176030;fe13d6;3;c6a150;980;90;1;9,82
32643;727f9f;fe13d6;3;9bc201;300;600;1;9,82
32644;66bcb1;fe13d6;3;223ef1;300;250;1;9,82
32645;7e470b;fe13d6;3;321c2b;728;90;1;9,82
32646;a29483;fe13d6;3;b89e07;980;90;1;N/A
32647;2175a8;fe13d6;3;715dd4;728;90;1;N/A
32648;673125;fe13d6;3;74b5f7;300;600;1;N/A
32649;a30063;fe13d6;3;ecaebb;300;250;1;N/A
32650;140914;fe13d6;3;529fa6;300;250;1;N/A
32651;991ac4;fe13d6;3;8f1067;300;600;1;N/A
32652;4953b4;fe13d6;3;256991;980;90;1;N/A
32653;83e339;fe13d6;3;a05d38;728;90;1;N/A
32672;2170e3;fe13d6;3;724c68;728;90;1;9,82
32674;31e056;fe13d6;3;29c270;980;90;1;9,82
32676;ef5e1a;fe13d6;3;347708;300;250;1;9,82
32678;9a9a81;fe13d6;3;f9cbe3;300;250;1;9,82
32679;767403;fe13d6;3;c5889d;980;90;1;9,82
32681;5a0286;fe13d6;3;01464b;300;600;1;9,82
32683;22bd40;fe13d6;3;021f79;728;90;1;9,82
32684;4d3813;fe13d6;3;a19361;980;90;1;9,82
32685;5e6d98;fe13d6;3;b5aadd;300;250;1;9,82
32686;0308b0;fe13d6;3;249a7a;300;600;1;9,82
32687;84e5f8;fe13d6;3;fccd2b;300;250;1;9,82
32688;2c572c;fe13d6;3;b40ca4;980;90;1;82
32669;b613c0;fe13d6;1;1c4d42;300;600;1;73,81
32670;1b19d6;fe13d6;3;966806;980;90;2;83,84
32671;4a48f3;fe13d6;3;966806;300;250;2;83,84
32673;94808f;fe13d6;3;966806;300;600;2;83,84
32675;2b0ac7;fe13d6;3;966806;728;90;1;83,84
32677;41a642;fe13d6;3;966806;160;600;1;83,84
32682;880378;fe13d6;1;b7fc32;300;250;1;73,81
32594;fe8543;fe13d6;2;0d0ac4;300;600;1;60,81
32597;ba3962;fe13d6;2;945faf;300;600;1;81
32654;1b19d6;fe13d6;1;606dfd;980;90;1;65,81
32655;fe8543;fe13d6;2;77d2e8;300;600;1;60,81
32656;8dd42e;fe13d6;2;77d2e8;160;600;1;60,81
32657;05775e;fe13d6;2;77d2e8;300;250;1;60,81
32658;fe8543;fe13d6;2;2a32f3;300;600;1;60,81
32659;60c2e8;fe13d6;2;2a32f3;160;600;1;60,81
32660;bf7945;fe13d6;2;2a32f3;300;250;1;60,81
32662;18d854;fe13d6;1;045d23;300;600;1;60,81
32663;4a3b40;fe13d6;1;045d23;300;250;1;60,81
32664;eb15f3;fe13d6;1;6f426d;300;250;1;69,81
32665;41a642;fe13d6;1;e22d3c;160;600;1;60,81
32666;41a642;fe13d6;1;23e463;160;600;1;65,81
32680;4a48f3;fe13d6;1;9faba7;300;250;1;65,81
32756;7a0a82;fe13d6;2;a14607;980;90;1;69,81
32757;8c116e;fe13d6;2;a14607;300;600;1;69,81
32702;6ca4a7;fe13d6;3;fce026;980;90;1;81,91
32759;cb5292;fe13d6;1;407ed0;980;90;1;76,81
32760;54e1eb;fe13d6;1;407ed0;728;90;1;76,81
32764;d3b428;fe13d6;1;407ed0;300;600;1;76,81
32766;d1b41a;fe13d6;1;407ed0;160;600;1;76,81
32777;9177f4;fe13d6;2;9b5b37;980;90;1;69,81
32778;880769;fe13d6;2;9b5b37;300;600;1;69,81
32780;2b0ac7;fe13d6;1;0d48d7;728;90;1;81,93
32782;1b19d6;fe13d6;1;0d48d7;980;90;1;81,93
32585;41a642;fe13d6;1;998996;160;600;1;82,87
32588;0fa474;fe13d6;1;998996;160;600;1;9,81
32589;4a48f3;fe13d6;1;46fe42;300;250;1;9,82
32590;42875c;fe13d6;1;46fe42;300;250;1;N/A
32591;6d538a;fe13d6;1;f0e10c;300;600;1;N/A
32592;25a301;fe13d6;1;816274;728;90;1;N/A
32593;8f6b0e;fe13d6;1;2a040b;980;90;1;N/A
32596;607226;fe13d6;1;86040d;160;600;1;N/A
32599;7c3994;fe13d6;1;49d10d;300;250;1;N/A
32601;94134c;fe13d6;1;8afb45;300;600;1;N/A
32602;5f7b4d;fe13d6;1;bfe384;728;90;1;N/A
32603;b34b86;fe13d6;1;48db85;980;90;1;N/A
32691;57fd81;fe13d6;1;78827b;728;90;1;9,82
32694;a94f0c;fe13d6;3;f90800;300;250;1;81,91
32699;99ccc2;fe13d6;1;29aae5;300;250;1;9,82
32700;009347;fe13d6;1;3f91ff;160;600;1;9,82
32701;3c0fe0;fe13d6;1;9dc873;300;600;1;9,82
32703;4b3f32;fe13d6;1;0964c3;300;250;1;9,82
32704;4152b6;fe13d6;1;464c3b;160;600;1;9,82
32705;4690a7;fe13d6;1;09e299;300;600;1;9,82
32706;8a05af;fe13d6;1;782cbb;728;90;1;9,82
32707;1b19d6;fe13d6;3;11eefc;980;90;2;83,84
32708;94808f;fe13d6;3;11eefc;300;600;2;83,84
32709;41a642;fe13d6;3;11eefc;160;600;1;83,84
32710;4a48f3;fe13d6;3;11eefc;300;250;2;83,84
32711;a9fa10;fe13d6;1;699818;300;250;1;9,82
32712;2b0ac7;fe13d6;3;11eefc;728;90;1;83,84
32713;1d5c1f;fe13d6;1;e66297;160;600;1;9,82
32714;76fda9;fe13d6;1;758393;300;600;1;9,82
32715;d42dcc;fe13d6;1;09b8ef;728;90;1;9,82
32716;180786;fe13d6;1;c874ee;300;250;1;9,82
32717;926b0b;fe13d6;1;5c7ab4;300;600;1;9,82
32718;f6157b;fe13d6;1;f7b6b4;160;600;1;9,82
32719;ac4aab;fe13d6;1;86afb0;728;90;1;9,82
32720;380983;fe13d6;1;1a73e0;300;250;1;9,82
32721;68d863;fe13d6;1;5b2235;160;600;1;9,82
32722;b21b67;fe13d6;1;cd61fa;300;600;1;9,82
32723;b00f25;fe13d6;1;200ffd;728;90;1;9,82
32724;0bdf95;fe13d6;1;471db0;980;90;1;9,82
32725;c0bcdf;fe13d6;1;960ce0;300;250;1;9,82
32726;89e07a;fe13d6;1;7952ef;160;600;1;9,82
32727;735b8e;fe13d6;1;f9e422;300;600;1;9,82
32728;17a6db;fe13d6;1;e2b056;728;90;1;9,82
32729;e9afc1;fe13d6;1;4f1ec7;980;90;1;9,82
32730;ca9465;fe13d6;1;9b500d;300;250;1;9,82
32731;f81b9f;fe13d6;1;55748c;160;600;1;9,82
32732;badc8f;fe13d6;1;a1be0e;728;90;1;9,82
32733;887a05;fe13d6;1;81ae67;980;90;1;9,82
32734;013211;fe13d6;1;fe43fb;300;600;1;9,82
32735;e239f2;fe13d6;1;c60b78;300;250;1;9,82
32736;0afd42;fe13d6;1;aa19f2;160;600;1;9,82
32737;784e2a;fe13d6;1;4667fd;728;90;1;9,82
32738;2b39ef;fe13d6;1;58d7e3;980;90;1;9,82
32739;f9df8d;fe13d6;1;f1c113;300;600;1;9,82
32740;93fe1a;fe13d6;1;0e4061;300;250;1;9,82
32741;bdae56;fe13d6;1;6f7974;160;600;1;9,82
32742;805328;fe13d6;1;8ee602;728;90;1;9,82
32744;627af6;fe13d6;1;43a25e;980;90;1;9,82
32745;f75470;fe13d6;1;083f1d;300;600;1;9,82
32746;387348;fe13d6;1;4cda84;300;250;1;9,82
32747;75d822;fe13d6;1;e752da;160;600;1;9,82
32748;cad28e;fe13d6;1;18033b;728;90;1;9,82
32749;0895e9;fe13d6;1;0e1a09;980;90;1;9,82
32750;663d82;fe13d6;1;ed07ce;300;600;1;9,82
32751;37b36c;fe13d6;1;74b423;980;90;1;9,82
32752;6fb83d;fe13d6;1;c692b2;980;90;1;9,82
32753;3816c0;fe13d6;1;81d241;980;90;1;9,82
32754;91714d;fe13d6;1;eb2fd2;980;90;1;9,82
32761;d618f3;fe13d6;3;f90800;300;600;1;81,87
32783;1b19d6;fe13d6;1;0d48d7;980;90;1;81,93
32784;2b0ac7;fe13d6;1;0d48d7;728;90;1;81,93
32789;ac5b18;fe13d6;1;e83d39;160;600;1;
32692;0d131a;fe13d6;2;594580;300;600;1;2,82
32693;8486f4;fe13d6;2;594580;300;250;1;2,82
32695;94808f;fe13d6;2;8b14f1;300;600;1;60,81
32696;4a48f3;fe13d6;2;8b14f1;300;250;1;60,81
32697;41a642;fe13d6;2;8b14f1;160;600;1;60,81
32698;1b19d6;fe13d6;2;8b14f1;980;90;1;60,81
32743;767a5c;fe13d6;1;c46455;300;250;1;81,91
32755;57e14b;fe13d6;1;c46455;980;90;1;81,91
32758;767a5c;fe13d6;1;c46455;300;600;1;81,91
32762;aae9a8;fe13d6;1;5beb6e;980;90;1;81,93
32763;94808f;fe13d6;1;5beb6e;300;600;1;81,93
32765;76e791;fe13d6;1;e589cc;300;600;1;6,81,91
32767;76e791;fe13d6;1;e589cc;300;250;1;6,81,91
32768;ba6f6f;fe13d6;1;9b84ba;300;600;1;81
32769;76e791;fe13d6;1;e589cc;980;90;1;
32770;94808f;fe13d6;3;239231;300;600;1;60,81
32771;41a642;fe13d6;3;239231;160;600;1;60,81
32772;33729f;fe13d6;1;f25b57;980;90;1;6,81,91
32773;4a48f3;fe13d6;3;239231;300;250;1;60,81
32774;9d0635;fe13d6;1;d54755;300;600;1;65,81
32775;33729f;fe13d6;1;f25b57;300;250;1;6,81,91
32776;33729f;fe13d6;1;f25b57;300;600;1;6,81,91
32779;ecd8d5;fe13d6;1;ffd289;980;90;1;6,81,91
32781;ecd8d5;fe13d6;1;ffd289;300;250;1;6,81,91
32785;ade938;fe13d6;1;4f5226;980;90;1;6,81,91
32786;ade938;fe13d6;1;4f5226;300;250;1;6,81,91
32787;ade938;fe13d6;1;4f5226;300;600;1;6,81,91
32788;ecd8d5;fe13d6;1;ffd289;300;600;1;81,91
32799;4a48f3;fe13d6;1;141249;300;250;1;
32802;b6edc9;fe13d6;3;2b3504;300;250;1;65,81
32806;b1e8a8;fe13d6;3;6b225c;980;90;1;57,81
32807;42dacf;fe13d6;3;6b225c;980;90;1;57,81
32808;02228b;fe13d6;3;6b225c;728;90;1;57,81
32809;db0373;fe13d6;3;6b225c;300;600;1;57,81
32810;002ff1;fe13d6;3;6b225c;160;600;1;57,81
32811;d5af66;fe13d6;3;6b225c;300;250;1;57,81
32794;b68980;fe13d6;3;97c533;300;250;1;81,91
32795;c6d18b;fe13d6;3;97c533;300;600;1;81,91
32796;41a642;fe13d6;3;97c533;160;600;1;81,91
32803;e5ea2f;fe13d6;3;97c533;980;90;1;81,91
32804;a32a99;fe13d6;3;97c533;728;90;1;81,91
32801;e737fd;fe13d6;1;011be4;300;250;1;N/A
32797;b2a11d;fe13d6;3;f90800;980;90;1;81,91
32798;2b0ac7;fe13d6;3;f90800;728;90;1;81,91
32800;4a48f3;fe13d6;1;011be4;300;250;1;N/A
32790;94808f;fe13d6;2;3b059c;300;600;1;60,81
32791;51dec1;fe13d6;2;3b059c;300;250;1;60,81
32792;d696c4;fe13d6;2;3b059c;160;600;1;60,81
32793;aae9a8;fe13d6;2;3b059c;980;90;1;60,81
32805;054de8;fe13d6;1;e22d3c;300;600;1;60,81
32812;4a48f3;fe13d6;2;c91f22;300;250;1;38,81
32813;2c36df;fe13d6;2;93b9c9;300;600;1;38,81
32912;d07cd7;fe13d6;1;70c911;980;90;1;69,81
32814;167822;fe13d6;1;691c12;300;250;1;
32856;c24d2a;fe13d6;1;3e74a1;300;250;1;81,93
32815;8d05b8;fe13d6;2;659794;300;250;1;60,81
32816;299709;fe13d6;2;659794;300;600;1;60,81
32817;a7128f;fe13d6;1;659794;980;90;1;60,81
32832;d8ba7d;fe13d6;3;af6c0e;300;250;1;81,87
32833;f7c9a2;fe13d6;3;af6c0e;728;90;1;81,87
32834;aae9a8;fe13d6;3;af6c0e;980;90;1;81,87
32839;3ec9b3;fe13d6;2;311e05;980;90;1;N/A
32847;1b19d6;fe13d6;1;660541;980;90;1;81,90
32848;41a642;fe13d6;1;660541;160;600;1;81,90
32851;4a48f3;fe13d6;1;660541;300;250;1;81,91
32854;94808f;fe13d6;1;660541;300;600;1;81,91
32855;2b0ac7;fe13d6;1;660541;728;90;1;81,91
32825;908b63;fe13d6;1;5fc78a;980;90;1;60,81
32867;94808f;fe13d6;2;9ed05f;300;600;1;81,90
32861;a1ce94;fe13d6;3;7f4a10;300;600;1;81,87
32862;b4fca1;fe13d6;3;017dbb;300;250;1;81,87
32887;fe76b6;fe13d6;1;bb8bb8;300;250;1;N/A
32818;da33df;fe13d6;1;bcff01;300;600;1;73,81
32828;f37c49;fe13d6;2;c70402;980;90;1;81,87
32829;04c479;fe13d6;2;c70402;160;600;1;82,87
32830;939c60;fe13d6;2;cdb4da;300;250;1;82,87
32831;0a039d;fe13d6;2;cdb4da;300;600;1;82,87
32879;1b19d6;fe13d6;1;7a9926;980;90;1;9,82
32880;2b0ac7;fe13d6;1;7a9926;728;90;1;9,82
32881;94808f;fe13d6;1;7a9926;300;600;1;9,82
32883;41a642;fe13d6;1;7a9926;160;600;1;9,82
32885;4a48f3;fe13d6;1;7a9926;300;250;1;9,82
32913;1b19d6;fe13d6;1;6e5445;980;90;1;9,82
32914;2b0ac7;fe13d6;1;6e5445;728;90;1;9,82
32915;94808f;fe13d6;1;6e5445;300;600;1;9,82
32916;41a642;fe13d6;1;6e5445;160;600;1;60,82
32917;4a48f3;fe13d6;1;6e5445;300;250;1;9,82
32918;1b19d6;fe13d6;1;31cd1d;980;90;1;9,82
32919;2b0ac7;fe13d6;1;31cd1d;728;90;1;9,82
32920;94808f;fe13d6;1;31cd1d;300;600;1;9,82
32921;41a642;fe13d6;1;31cd1d;160;600;1;9,82
32922;4a48f3;fe13d6;1;31cd1d;300;250;1;9,82
32936;1b19d6;fe13d6;1;0dfd7f;980;90;1;9,82
32937;2b0ac7;fe13d6;1;0dfd7f;728;90;1;9,82
32938;94808f;fe13d6;1;0dfd7f;300;600;1;9,82
32939;41a642;fe13d6;1;0dfd7f;160;600;1;9,82
32940;4a48f3;fe13d6;1;0dfd7f;300;250;1;9,82
32941;1b19d6;fe13d6;1;81e543;980;90;1;9,82
32942;2b0ac7;fe13d6;1;81e543;728;90;1;9,82
32943;94808f;fe13d6;1;81e543;300;600;1;9,82
32944;41a642;fe13d6;1;81e543;160;600;1;9,82
32945;4a48f3;fe13d6;1;81e543;300;250;1;9,82
32841;a65938;fe13d6;1;bfe68d;300;600;1;1,81
32842;318d72;fe13d6;1;c60f7f;160;600;1;1,81
32843;e23ef5;fe13d6;1;7640de;300;250;1;1,81
32844;bd36c0;fe13d6;1;dbe0f1;300;600;1;29,81
32845;d440eb;fe13d6;1;b8fc7d;160;600;1;29,81
32846;8cca05;fe13d6;1;37dda0;300;250;1;29,81
32849;17f941;fe13d6;1;65b855;160;600;1;N/A
32850;cff331;fe13d6;1;8d1a0e;300;600;1;N/A
32852;803551;fe13d6;1;9f0406;300;600;1;26,81
32853;6ce6ea;fe13d6;1;099aae;300;250;1;22,26,81
32857;d47db3;fe13d6;1;5a4005;300;600;1;27,81
32859;aba464;fe13d6;1;f2e430;160;600;1;27,81
32860;0e2332;fe13d6;1;9b25fb;300;250;1;27,81
32897;07bc21;fe13d6;1;6cb2fc;300;600;1;81,89,90
32899;e6c69e;fe13d6;1;0a339a;160;600;1;81,89
32902;3fe391;fe13d6;1;70420e;300;250;1;81,89
32904;93cf55;fe13d6;1;23e856;160;600;1;
32906;bb6132;fe13d6;1;cd7dfd;300;250;1;
32819;1b19d6;fe13d6;2;dcc5d2;980;90;1;81,90
32820;94808f;fe13d6;2;dcc5d2;300;600;1;81,90
32821;418978;fe13d6;1;34a4b0;980;90;1;9,82,87
32822;94808f;fe13d6;1;34a4b0;300;600;1;9,82,87
32823;4a48f3;fe13d6;1;34a4b0;300;250;1;9,82,87
32824;41a642;fe13d6;1;34a4b0;160;600;1;9,82,87
32826;41a642;fe13d6;1;401d11;160;600;1;9,82,87
32827;41a642;fe13d6;1;fdae26;160;600;1;9,82,87
32835;314109;fe13d6;2;311e05;160;600;1;60,81
32836;1466e5;fe13d6;2;311e05;300;600;1;60,81
32837;b10cf5;fe13d6;2;311e05;728;90;1;60,81
32838;f5944d;fe13d6;2;311e05;300;250;1;60,81
32840;3ec9b3;fe13d6;2;311e05;980;90;1;60,81
32858;4a48f3;fe13d6;1;63c44a;300;250;1;21,81
32863;3dc2ca;fe13d6;1;7c7686;300;600;1;69,81
32864;158353;fe13d6;2;c0920e;980;90;1;77,81
32865;ffc098;fe13d6;2;c28259;980;90;1;77,81
32866;2317c6;fe13d6;1;d5c82c;980;90;1;77,81
32868;bed770;fe13d6;1;39fc24;300;600;1;77,81
32869;ba5ccc;fe13d6;1;8404a8;300;600;1;77,81
32870;ffdcb1;fe13d6;1;728686;300;600;1;77,81
32871;f34fd4;fe13d6;2;a7edef;300;250;1;77,81
32872;8d63b8;fe13d6;1;7ea8e6;300;250;1;77,81
32874;fef5fb;fe13d6;2;feb466;300;250;1;77,81
32875;212479;fe13d6;1;dff051;160;600;1;77,81
32876;5a4d9a;fe13d6;1;0ecebe;160;600;1;77,81
32877;1ceb09;fe13d6;1;3c539e;160;600;1;77,81
32878;4a48f3;fe13d6;2;cd96b0;300;250;1;76,81
32884;1b19d6;fe13d6;1;761514;980;90;1;
32888;27f5cc;fe13d6;1;cd96b0;300;250;1;76,81
32889;a37a9f;fe13d6;1;cd96b0;300;600;1;76,81
32891;40ca64;fe13d6;2;cd96b0;300;600;1;76,81
32892;9f7852;fe13d6;1;6d82f6;160;600;1;76,81
32893;9f7852;fe13d6;1;cd96b0;160;600;1;76,81
32894;4530a8;fe13d6;1;cd96b0;728;90;1;76,81
32896;f39543;fe13d6;1;cd96b0;160;600;1;76,81
32898;b492f7;fe13d6;1;cd96b0;728;90;1;76,81
32900;8a9706;fe13d6;1;cd96b0;980;90;1;76,81
32901;8a9706;fe13d6;1;cd96b0;980;90;1;76,81
32903;8e918f;fe13d6;1;cd96b0;980;90;1;76,81
32905;6997c5;fe13d6;1;9a20ab;300;600;1;9,81
32907;fac3ff;fe13d6;1;06ebf2;980;90;1;9,69,81
32908;fd7aac;fe13d6;1;0abef2;300;250;1;69
32909;f35a95;fe13d6;1;cb8e8b;300;600;1;69,81
32910;e40a8a;fe13d6;1;124fe4;160;600;1;69,81
32911;8a0176;fe13d6;1;30f816;980;90;1;69,81
32923;1ceb09;fe13d6;1;3c539e;160;600;1;N/A
32924;1ceb09;fe13d6;1;3c539e;160;600;1;77,81
32925;5a4d9a;fe13d6;1;0ecebe;160;600;1;
32926;212479;fe13d6;1;dff051;160;600;1;
32927;0da3ec;fe13d6;1;feb466;300;250;1;
32928;8d63b8;fe13d6;1;7ea8e6;300;250;1;
32929;1a714f;fe13d6;1;a7edef;300;250;1;
32930;ffdcb1;fe13d6;1;728686;300;600;1;
32931;ba5ccc;fe13d6;1;8404a8;300;600;1;
32932;bed770;fe13d6;1;39fc24;300;600;1;
32933;2317c6;fe13d6;1;d5c82c;980;90;1;
32934;06cd81;fe13d6;1;c28259;980;90;1;77,81
32935;d99ad3;fe13d6;1;c0920e;980;90;1;77,81
33003;7229f8;fe13d6;1;0e801c;300;600;1;77,81
33010;361524;fe13d6;1;0e801c;300;250;1;77,81
32975;a50a44;fe13d6;2;2997ff;300;600;1;N/A
32976;08505b;fe13d6;2;2997ff;300;600;1;73,81
32977;c83214;fe13d6;2;fced67;300;600;1;73,81
32978;023bac;fe13d6;2;d79b04;300;600;1;73,81
